game_language,game,model,experiment,instance,type,language,count
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00001,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00000,thinking,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-t1.0,air_balloon_survival_en_complexity_easy,00000,response,en,3
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00002,thinking,en,14
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00002,response,en,5
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00001,thinking,en,24
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00001,response,en,13
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00000,thinking,en,32
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_3obj_en,00000,response,en,9
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00002,thinking,en,48
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00002,response,en,14
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00001,thinking,en,4
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00001,response,en,2
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00000,thinking,en,40
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_5obj_en,00000,response,en,14
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_en,00001,thinking,en,6
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_en,00001,response,en,2
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_en,00000,thinking,en,28
en,clean_up,nemotron-nano-9b-v2-t1.0,0_easy_7obj_en,00000,response,en,2
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00002,thinking,en,25
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00002,response,en,4
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00001,thinking,en,10
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00001,response,en,2
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00000,thinking,en,26
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_3obj_en,00000,response,en,20
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00002,thinking,en,49
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00002,response,en,20
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00001,thinking,en,44
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00001,response,en,10
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00000,thinking,en,33
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_5obj_en,00000,response,en,16
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00002,thinking,en,40
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00002,response,en,11
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00001,thinking,en,34
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00001,response,en,12
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00000,thinking,en,54
en,clean_up,nemotron-nano-9b-v2-t1.0,1_medium_7obj_en,00000,response,en,16
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_en,00002,thinking,en,22
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_en,00002,response,en,5
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_en,00000,thinking,en,28
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_3obj_en,00000,response,en,18
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00002,thinking,en,31
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00002,response,en,21
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00001,thinking,en,45
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00001,response,en,21
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00000,thinking,en,36
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_7obj_en,00000,response,en,8
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_en,00002,thinking,en,31
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_en,00002,response,en,12
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_en,00000,thinking,en,37
en,clean_up,nemotron-nano-9b-v2-t1.0,2_hard_5obj_en,00000,response,en,21
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00005,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00002,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00003,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00004,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00017,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00010,thinking,en,1
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00019,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00018,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00018,response,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00011,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00016,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00008,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00001,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00001,response,en,1
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00006,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00007,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00000,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00009,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00013,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00014,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00015,thinking,en,3
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00012,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,coop_en,00012,response,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00005,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00005,response,en,1
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00002,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00003,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00004,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00017,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00010,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00019,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00019,response,en,1
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00018,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00011,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00016,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00008,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00001,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00006,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00007,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00007,response,en,1
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00000,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00009,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00013,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00013,response,en,1
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00014,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00015,thinking,en,2
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00015,response,en,1
en,dond,nemotron-nano-9b-v2-t1.0,semi_en,00012,thinking,en,2
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_hard,00002,response,en,30
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_hard,00003,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_hard,00004,response,en,4
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_hard,00001,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_hard,00000,response,en,4
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00005,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00002,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00003,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00004,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00001,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_hard,00000,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_easy,00005,response,en,4
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_easy,00002,response,en,4
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_easy,00003,response,en,4
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_easy,00004,response,en,13
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_negotiation_easy,00001,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00005,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00002,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00003,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00004,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00001,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_reasoning off_easy,00000,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00005,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00002,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00003,response,en,2
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00004,response,en,6
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00001,response,en,5
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_hard,00000,response,en,3
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00005,response,en,7
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00002,response,en,10
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00003,response,en,8
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00004,response,en,5
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00001,response,en,4
en,hot_air_balloon,nemotron-nano-9b-v2-no-reasoning-t1.0,air_balloon_survival_en_complexity_easy,00000,response,en,3
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_3obj_en,00002,response,en,14
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_3obj_en,00001,response,en,19
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_3obj_en,00000,response,en,12
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_5obj_en,00002,response,en,20
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_5obj_en,00001,response,en,32
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_5obj_en,00000,response,en,18
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_7obj_en,00002,response,en,33
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_7obj_en,00001,response,en,46
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,0_easy_7obj_en,00000,response,en,54
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_3obj_en,00002,response,en,10
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_3obj_en,00001,response,en,13
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_3obj_en,00000,response,en,19
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_5obj_en,00002,response,en,32
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_5obj_en,00001,response,en,34
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_5obj_en,00000,response,en,11
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_7obj_en,00002,response,en,14
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_7obj_en,00001,response,en,43
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,1_medium_7obj_en,00000,response,en,12
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,2_hard_3obj_en,00002,response,en,15
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,2_hard_3obj_en,00001,response,en,19
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,2_hard_3obj_en,00000,response,en,15
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,2_hard_7obj_en,00002,response,en,56
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,2_hard_7obj_en,00001,response,en,26
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,2_hard_7obj_en,00000,response,en,14
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,2_hard_5obj_en,00002,response,en,34
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,2_hard_5obj_en,00001,response,en,22
en,clean_up,nemotron-nano-9b-v2-no-reasoning-t1.0,2_hard_5obj_en,00000,response,en,33
en,dond,nemotron-nano-9b-v2-no-reasoning-t1.0,coop_en,00018,response,en,2
en,dond,nemotron-nano-9b-v2-no-reasoning-t1.0,coop_en,00001,response,en,1
en,dond,nemotron-nano-9b-v2-no-reasoning-t1.0,semi_en,00019,response,en,1
en,dond,nemotron-nano-9b-v2-no-reasoning-t1.0,semi_en,00013,response,en,1
en,dond,nemotron-nano-9b-v2-no-reasoning-t1.0,semi_en,00015,response,en,1
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_easy,00005,response,de,7
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_easy,00002,response,de,15
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_easy,00003,response,de,11
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_easy,00004,response,de,9
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_easy,00001,response,de,11
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_easy,00000,response,de,12
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_hard,00005,response,de,12
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_hard,00002,response,de,12
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_hard,00003,response,de,7
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_hard,00004,response,de,9
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_hard,00001,response,de,11
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_hard,00000,response,de,6
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_easy,00005,response,de,5
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_easy,00002,response,de,9
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_easy,00003,response,de,5
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_easy,00004,response,de,9
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_easy,00001,response,de,6
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_easy,00000,response,de,8
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_hard,00005,response,de,6
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_hard,00002,response,de,11
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_hard,00003,response,de,11
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_hard,00003,response,en,6
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_hard,00004,response,de,16
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_hard,00001,response,de,16
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_reasoning off_hard,00000,response,de,11
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_hard,00005,response,de,7
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_hard,00002,response,de,4
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_hard,00003,response,de,7
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_hard,00004,response,de,11
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_hard,00001,response,de,5
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_complexity_hard,00000,response,de,13
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_easy,00005,response,de,14
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_easy,00002,response,de,8
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_easy,00003,response,de,2
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_easy,00004,response,de,4
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_easy,00001,response,de,6
de,hot_air_balloon,deepseek-chat-v3.1-t1.0,air_balloon_survival_de_negotiation_easy,00000,response,de,8
de,clean_up,deepseek-chat-v3.1-t1.0,1_medium_5obj_de,00002,response,de,13
de,clean_up,deepseek-chat-v3.1-t1.0,1_medium_5obj_de,00001,response,de,36
de,clean_up,deepseek-chat-v3.1-t1.0,1_medium_5obj_de,00000,response,de,17
de,clean_up,deepseek-chat-v3.1-t1.0,1_medium_7obj_de,00002,response,de,43
de,clean_up,deepseek-chat-v3.1-t1.0,1_medium_7obj_de,00001,response,de,54
de,clean_up,deepseek-chat-v3.1-t1.0,1_medium_7obj_de,00000,response,de,35
de,clean_up,deepseek-chat-v3.1-t1.0,1_medium_3obj_de,00002,response,de,16
de,clean_up,deepseek-chat-v3.1-t1.0,1_medium_3obj_de,00001,response,de,26
de,clean_up,deepseek-chat-v3.1-t1.0,1_medium_3obj_de,00000,response,de,19
de,clean_up,deepseek-chat-v3.1-t1.0,0_easy_5obj_de,00002,response,de,50
de,clean_up,deepseek-chat-v3.1-t1.0,0_easy_5obj_de,00001,response,de,30
de,clean_up,deepseek-chat-v3.1-t1.0,0_easy_5obj_de,00000,response,de,19
de,clean_up,deepseek-chat-v3.1-t1.0,0_easy_7obj_de,00002,response,de,46
de,clean_up,deepseek-chat-v3.1-t1.0,0_easy_7obj_de,00000,response,de,28
de,clean_up,deepseek-chat-v3.1-t1.0,0_easy_3obj_de,00002,response,de,31
de,clean_up,deepseek-chat-v3.1-t1.0,0_easy_3obj_de,00001,response,de,31
de,clean_up,deepseek-chat-v3.1-t1.0,0_easy_3obj_de,00000,response,de,13
de,clean_up,deepseek-chat-v3.1-t1.0,2_hard_7obj_de,00002,response,de,49
de,clean_up,deepseek-chat-v3.1-t1.0,2_hard_7obj_de,00000,response,de,52
de,clean_up,deepseek-chat-v3.1-t1.0,2_hard_5obj_de,00002,response,de,45
de,clean_up,deepseek-chat-v3.1-t1.0,2_hard_5obj_de,00001,response,de,43
de,clean_up,deepseek-chat-v3.1-t1.0,2_hard_5obj_de,00000,response,de,41
de,clean_up,deepseek-chat-v3.1-t1.0,2_hard_3obj_de,00002,response,de,28
de,clean_up,deepseek-chat-v3.1-t1.0,2_hard_3obj_de,00001,response,de,21
de,clean_up,deepseek-chat-v3.1-t1.0,2_hard_3obj_de,00000,response,de,31
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00005,response,de,5
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00002,response,de,7
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00003,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00004,response,de,4
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00017,response,de,4
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00010,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00019,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00018,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00011,response,de,7
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00016,response,de,7
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00008,response,de,5
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00001,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00006,response,de,8
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00007,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00000,response,de,5
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00009,response,de,3
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00013,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00014,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00015,response,de,5
de,dond,deepseek-chat-v3.1-t1.0,coop_de,00012,response,de,5
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00005,response,de,5
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00002,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00003,response,de,7
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00004,response,de,5
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00017,response,de,7
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00010,response,de,7
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00019,response,de,7
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00018,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00011,response,de,8
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00016,response,de,7
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00008,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00001,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00006,response,de,7
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00007,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00000,response,de,4
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00009,response,de,7
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00013,response,de,6
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00014,response,de,4
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00015,response,de,4
de,dond,deepseek-chat-v3.1-t1.0,semi_de,00012,response,de,8
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00005,thinking,en,2
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00005,response,de,2
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00002,thinking,en,3
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00002,thinking,de,1
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00002,thinking,zh,1
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00002,response,de,4
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00002,response,zh,1
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00003,thinking,en,2
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00003,response,de,2
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00004,thinking,en,3
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00004,thinking,de,2
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00004,response,de,5
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00001,thinking,en,4
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00001,response,de,4
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00000,thinking,de,2
de,hot_air_balloon,deepseek-r1-distill-llama-70b-t1.0,air_balloon_survival_de_reasoning off_easy,00000,thinking,en,6
